,file,sentence
2572,common_voice_mn_20535008,Хүүхнүүдийг хамгаалахад жонон дургүй гэдгийг тэр мэдэж байлаа.
2573,common_voice_mn_20535009,Чи үүгээрээ юу хэлэх гэсэн юм бэ?
2574,common_voice_mn_20535015,Түүний дараа үдээс хойш яаж өнгөрснийг сайн санадаггүй юм.
2575,common_voice_mn_20535016,Бидний ажилд хятадууд ч оролцож байв.
2576,common_voice_mn_20535017,Чамайг ажлаа хийж байгаа байх л гэж бодлоо шүү гэж Лабре хэлэв.
2577,common_voice_mn_20535018,Энэ бас хэн гээч цэцэн бэ?
2578,common_voice_mn_20535019,Тэр хуучин танил шиг дотночлохыг чармайна.
2579,common_voice_mn_20535020,Энэ золгүй явдалд та буруугүй шүү дээ.
2580,common_voice_mn_20535021,"Өвлийн хүйтэн хангинаж байтал, дан сармай дээлтэй явах чинь яасан зутарсан үр вэ дээ."
2581,common_voice_mn_20535022,Манай орон чухамхүү ийм маш хурдацтай явагдаж байгаа инновацийн орчинд оршиж байна.
2582,common_voice_mn_20535023,Залуучууд хүүхдүүд маань хашир малчдыг дагаад сайн ажиллаж байгаа.
2583,common_voice_mn_20535024,"Антропологийн шинжлэх ухаанд соёл гэдэгт товчоор хэлбэл, хүний бүтээсэн бүхий л зүйлийг оруулдаг."
2584,common_voice_mn_20535035,Үүний улмаас зочид буудлынхан япон жуулчдад зориулсан мэдээллийн буланг ажиллуулах болсон байна.
2585,common_voice_mn_20535036,Элчин сайдын яамны шат нь өндөр.
2586,common_voice_mn_20535037,Гэтэл эрчүүд дандаа ийм юмны төлөө санаа зовдог.
2587,common_voice_mn_20535038,"Амьд хүн аргатай, аргалын утаа цогтой юм чинь яаж ийгээд болгоно доо, энэ амьдралыг."
2588,common_voice_mn_20535039,Гайхалтай нь энэ үлгэрт бүгд итгэж орхив.
2589,common_voice_mn_20535040,сохор хүний чинь нүд хуруундаа шилжээд орчихдог юм шүү дээ.
2590,common_voice_mn_20535041,Бодлогын задлан шинжилгээ байдалд төвлөрдөг бол бодлогын төлөөх задлан шинжилгээнд шийдвэрийн олон техникийг хэрэглэдэг.
2591,common_voice_mn_20535042,Чамайг над руу эхэлж бичнэ гэж тэнэгэрхэн бодож явсныхаа бурууг сая л ухаарлаа.
2592,common_voice_mn_20535043,"Шөнөжингөө архидаж, өнжингөө унтаж ардын хурал саатуулчхаад адаг сүүлд нь ам хэлээр доромжилно бас."
2593,common_voice_mn_20535046,Тэр муу ядуу хүү чинь харин биднээс дээр сууж байна шүү!
2594,common_voice_mn_20535050,"""Арваад хоногийн өмнө надад """"Заавал ирнэ шүү"""" гэсэн урилга явуулсан байсанд очих эсэхээ эргэцүүлсээр."""
2595,common_voice_mn_20535052,Орчин цагийн хамгийн анхны ундны усны нөөцгүй гэгдэж буй хот бол Өмнөд Африкийн Кейптаун.
2596,common_voice_mn_20535053,Одоо бид хаашаа явах вэ?
2597,common_voice_mn_20535055,Халуун үед биеийг хүйтэн байлгахад хөлс гарах нь маш чухал үүрэгтэй үйл явц юм.
2598,common_voice_mn_20535057,Маргааш өглөө нь манайхыг ачаалахад чи хүрч ирээд ачаа бараанаас хэрээрээ л зөөлцсөн.
2599,common_voice_mn_20540538,Би үнэрийг авч чадахгүй байсан юм.
2600,common_voice_mn_20540539,Энэ үед Гэрийн онгон тэднийд орж ирэв.
2601,common_voice_mn_20540541,Гэхдээ хүү яаж ийгээд олоод сонсчихдог байлаа.
2602,common_voice_mn_20540542,Цэнхэр даашинзтай бүсгүй уйлан сууж байв.
2603,common_voice_mn_20540548,Бараг нүдийг нь бүлтгэнүүлж байгаад бууддаг хэр нь авч хоцрох нь ховор.
2604,common_voice_mn_20540549,Хангалттай өгөгдөлтэй үед программ үр ашигтай ажиллана.
2605,common_voice_mn_20540550,Надад ажил хийх хүн хэрэгтэй байна.
2606,common_voice_mn_20540551,"Миний нойр хулжаад, ганцхан, өвгөнтэй хаа яаж танилцлаа гэдгийг бодож байв."
2607,common_voice_mn_20540552,Завин дээрх усан цэргүүд ч сэлүүрдэж гарлаа.
2608,common_voice_mn_20540558,Тэгээд л саарал арми хоромхон зуурт салхинд туугдан сарних манан адил үгүй болсон.
2609,common_voice_mn_20540559,Баатар ээжийнхээ өрөөнд ороход ээж нь дусал залгаастай нүдээ анин хэвтэж байлаа.
2610,common_voice_mn_20540560,Харин тэд таны хойноос хөөцөлдөөд анзаараагүй бололтой.
2611,common_voice_mn_20540561,Манай нийгмийн зохисгүй үзэгдлүүд ардчиллаас урган гарч байгаа юм биш ээ.
2612,common_voice_mn_20540562,Одоо эцэст нь засварлах санал боловсруулаад сууж байна.
2613,common_voice_mn_20540571,"Энэ нь илүү хүчтэй, уян хатан, хяналттай хандлага юм."
2614,common_voice_mn_20540572,Удалгүй францын усан цэргийн флот болон мөнгөн тусламж америкийг зорьсон юм.
2615,common_voice_mn_20540573,Үүний тухай л үлгэр домог шиг юм нутгийн настан буурлууд хуучилдаг байсан юм.
2616,common_voice_mn_20540575,Тиймээс үйлчлэгч хүний хувиар биш харин хувь хүний хувьд таны бодлыг асууж байна.
2617,common_voice_mn_20540576,Энэ дээр хөрөнгө чинээний байдал эрхбиш харгалзана.
2618,common_voice_mn_20540577,"Агаарын зам урт, Москва хүртэл хэдэн цагийн зай байна."
2619,common_voice_mn_20540578,Үүнээс хойш хүн хүнээс нэг л гоц юм шиг тэр надад харагддаг болов.
2620,common_voice_mn_20540579,Өглөөнөөс хойш найм дахиа шүү дээ?
2621,common_voice_mn_20540580,Түүний өмнө маш залуухан бүсгүйн цогцос хөвж явах аж.
2622,common_voice_mn_20540586,Давшилтын алга дарам газар ч гэсэн хаалт болох ёстой.
2623,common_voice_mn_20540588,Тоо бүртгэлд суурилсан цахим орчуулга нь хөмрөгт тулгуурлаж тоо бүртгэлийн аргаар орчуулдаг.
2624,common_voice_mn_20540589,Би харин тэр хулгайг явуулахгүй гэж байсан.
2625,common_voice_mn_20540590,Авдаг цалин маань амьдралд огт хүрэлцэхгүй байна шүү дээ.
2626,common_voice_mn_20540591,Чи ч ёстой гандан буурахгүй нохой юм даа.
2627,common_voice_mn_20540592,Харин тэгэхэд манай цэргүүд үхэн хатан үзэлцэж байна.
2628,common_voice_mn_20540593,Ганцхан хормын дотор амны алчуураар түүнийг гарны сарвуунд барьж бэхэллээ.
2629,common_voice_mn_20540594,Иракийн агаарын орон зайг Сирийн иргэний дайн дэгдсэний дараа Дамаск-Тегераны хооронд нээжээ.
2630,common_voice_mn_20540595,Өдрийн цагаар ийнхүү буудлын зочин болдог аргыг хэрэглэхээр тохирсон юм.
2631,common_voice_mn_20540597,Яг тийм зүүд шиг өдрүүдэд хүүхэд оюун минь алжаасан хэрэг биз ээ.
2632,common_voice_mn_20540598,Сарангийн зөөлөн үнсэлт хүүхдийнх шиг энхрий зөөлөн байлаа.
2633,common_voice_mn_20540600,"Хоёул өглөө бүр толгойгоо угааж алчуураар зад арчин, үсээ илбэж илбэж малгайгаа өмсөөд гарцгаана."
2634,common_voice_mn_20540602,Хүмүүс цаг нөгчөөж ядан бушуухан хуралдаад эртхэн тарах юм сан гэж шивэр авир хийлдэнэ.
